Abk;Kurzname;Ländercode;Locationcode;Gültig ab
KKE K;K Eifeltor Esf;DE;15693;2008-12-14
KKP;K Geldernstr/Pa;DE;15701;2008-12-14
KKHRW;K Hansar Wendean;DE;15704;2008-12-14
KKLP;K Klettenbergp;;;
AKSM;K Seefischmarkt;;;
KKE A;K.Eifeltor R12;DE;15694;2008-12-14
RKAG;Ka Augartenstr;;;
RKME;Ka Ettlinger Tor;;;
RKSEP;Ka Europapl Kais;;;
RKSEK;Ka Europapl Karl;;;
RKDG;Ka Gottesauer Pl;;;
RKHH;Ka Heizkraftwerk;;;
RKDUH;Ka Hubstraße;;;
RKIS;Ka Kniel Siemens;;;
RKMK;Ka Kongresszentr;;;
RKBP;Ka Kronenpl Kais;;;
RKMS;Ka Schiller Kais;;;
RKDUU;Ka Untermühlstr;;;
RKHG;Ka West DB/KVVH;DE;15383;2010-12-12
RKMY;Ka Yorckstraße;;;
EKMB;Kaan-Marienborn;;;
KKAG;Kaarst DB-Gr;DE;15320;2008-12-14
KKAI;Kaarst IKEA;;;
KKMI;Kaarst M/Holzb;;;
KKAA;Kaarster Bahnhof;;;
KKSE;Kaarster See;;;
ZLKA;Kabeliai;;;
BKAB;Kablow;DE;15321;2008-12-14
XTKA;Kadan;;;
XMKD;Kadarta;;;
LKE;Kade;DE;15322;2008-12-14
FKLP;Kahl (M) Privatb;;;
FKLM;Kahl (Main);DE;15323;2008-12-14
FKLPK;Kahl Kopp/Heide;;;
FQKL;Kahl(Main)BY/HE;DE;15324;2008-12-14
UKA;Kahla (Thür);DE;15326;2008-12-14
FKAI;Kailbach;DE;14866;2008-12-14
FQKA;Kailbach HE/BW;DE;15327;2008-12-14
XSKI;Kaiseraugust;;;
EKAI;Kaiserberg   /Du;DE;12586;2008-12-14
FKBW;Kaiserbrücke;DE;16694;2009-11-01
FQKB;Kaiserbrücke LGr;DE;16696;2008-12-14
FKBWO;Kaiserbrücke Ost;DE;16695;2008-12-14
SKAI;Kaisersesch;DE;15328;2008-12-14
SKAG;Kaisersesch DBGr;DE;15329;2010-06-04
SKL;Kaisersl Hbf;DE;15333;2008-12-14
SKLW;Kaisersl. West;DE;15337;2008-12-14
SKLP;Kaisersl.Pfaffw.;DE;15335;2008-12-14
XHKJ;Kajaani/Kajana;;;
XGKA;Kalavrita;;;
FKAE;Kälberau;;;
NKAL;Kalchreuth;DE;15341;2008-12-14
KKAK;Kaldenkirchen;DE;15342;2008-12-14
KXKK;Kaldenkirchen Gr;DE;15343;2008-12-14
XFKH;Kalhausen;;;
XFKHR;Kalhausen (RAC);;;
XCKG;Kaliningrad;;;
XCKGD;Kaliningr-Dsher;;;
ZWKL;Kalinkovichi;;;
XPKL;Kalisz;;;
LWEK;Kalkwerk I;DE;20838;2008-12-14
LWEW;Kalkwerk II;DE;20839;2008-12-14
KKAL;Kall;DE;15345;2008-12-14
XVKB;Källby;;;
XVKL;Kallered;;;
XVKM;Kalmar C;;;
XWKZ;Kalotina Zapad;;;
XAKAL;Kalsdorf;;;
WKAR;Kalsow;DE;15346;2008-12-14
MKBN;Kaltenbrunn/Obb;DE;15348;2008-12-14
NKCK;Kalteneck;DE;15349;2013-04-01
AKTKS;Kaltenk Süd;;;
AKTK;Kaltenk. (Holst);;;
EKAL;Kalthof/Iserlohn;DE;15352;2013-01-01
XDKA;Kalundborg;;;
XAK;Kalwang;;;
XTKZ;Kam Zehrovice;;;
XOKM;Kambo;;;
EKAM;Kamen;DE;15353;2008-12-14
XTKML;Kamenice n L;;;
EKME;Kamen-Methler;DE;15354;2008-12-14
XCKA;Kamenskaia;;;
XCKK;Kamensk-Uralskii;;;
DKA;Kamenz (Sachs);DE;15355;2008-12-14
LKF;Kämmereiforst;DE;15357;2008-12-14
FKMP;Kamp-Bornhofen;DE;15358;2008-12-14
XNKM;Kampen Zuid;;;
RKMW;Ka-Mühlburg West;;;
EKAN;Kanal/Münster;DE;17338;2008-12-14
HKAN;Kanalbrücke;DE;21645;2008-12-14
HKNH;Kanalhafen;;;
XCKAN;Kanash;;;
RKD;Kandel;DE;15359;2008-12-14
RKA;Kandern;;;
XSKA;Kandersteg;;;
LKAN;Kanena;DE;14356;2008-12-14
RKNEB;Ka-Neureut Bärwg;;;
RKNEK;Ka-Neureut Kirch;;;
XCKN;Kanissai;;;
XCKM;Kantemirovka;;;
SKAZ;Kanzem;DE;15361;2008-12-14
DTON;Kaolinwerke Kemm;;;
RKPD;Kapellen-Druswlr;DE;15362;2008-12-14
RSLA;Kapellenstr;DE;19800;2008-12-14
KKAW;Kapellen-Wev;DE;15363;2008-12-14
LKAPC;Kapen Chemiewerk;DE;15366;2008-12-14
XAKP;Kapfenberg;;;
XQKA;Kapikule;;;
XMKS;Kaposszekcsö;;;
XMKA;Kaposvar;;;
XMKT;Kaposvar-Textilm;;;
AKPP;Kappeln (Schlei);;;
RKPP;Kappelrodeck;;;
RKPO;Kappelrodeck Ost;;;
RKPW;Kapsweyer;DE;15367;2008-12-14
RXKW;Kapsweyer Grenze;DE;15368;2008-12-14
RKDT;Kar Durlacher T;;;
RKEG;Kar Eggenst Str;;;
RKEF;Kar Entenfang;;;
RKEH;Kar Händelstraße;;;
RK  A;Kar Hbf DB/AVG;DE;15379;2008-12-14
RKMH;Kar Herrenstraße;;;
RKIH;Kar Herweghstr;;;
RKSL;Kar Lameyplatz;;;
RKMAA;Kar Marktpl Abzw;;;
RKMAK;Kar Marktpl Kais;;;
RKMA;Kar Marktpl Pyr;;;
RKMT;Kar Mühlburger T;;;
RKEP;Kar Philippstr;;;
RKAP;Kar Poststraße;;;
RKSR;Kar Rheinbergstr;;;
RKRR;Kar Rheinbr Raff;;;
RKRA;Kar Rheinbr StKA;;;
RK  H;Kar Rheinhafen;;;
RKSS;Kar Starckstraße;;;
RK  T;Kar Tullastraße;;;
RKDW;Kar Weinweg;;;
RKAB;Kar. Albtalbf.;;;
RKV;Kar.Hbf Bfsvorpl;;;
XMKKS;Karakoszörcsök;;;
XWK;Kardam;;;
RKDUA;Kar-Durlach AVG;;;
WKGW;Kargow;DE;15369;2010-10-01
XTKE;Karizek;;;
RKIN;Kar-Knielingen;DE;15389;2008-12-14
XRKA;Karlovac;;;
XTKVD;Karlovy V dol.n.;;;
XTKV;Karlovy Vary;;;
XTKVV;Karlovy V-Dvory;;;
RKF;Karlsdorf;DE;15372;2008-12-14
WKH;Karlshagen;DE;15373;2008-12-14
AKHB;Karlshöfen/Brm;;;
TKAH;Karlshöhe;DE;15822;2008-12-14
BKLH;Karlshorst   S-B;DE;11034;2008-12-14
RKSE;Karlsr Europapl;;;
RK  G;Karlsr Geroldsä.;;;
RK  R;Karlsr Reitschul;;;
RKRH;Karlsr Rheinbr;DE;15380;2008-12-14
RKDU;Karlsr-Durlach;DE;15387;2008-12-14
RKHA;Karlsr-Hagsfeld;DE;15388;2008-12-14
RKR;Karlsruhe Gbf;DE;15376;2008-12-14
RKHF;Karlsruhe Hafen;DE;15377;2009-02-12
RK;Karlsruhe Hbf;DE;15378;2008-12-14
RKUW;Karlsruhe Unterw;DE;15381;2008-12-14
RKW;Karlsruhe West;DE;15382;2008-12-14
LKRS;Karlsruher Str;DE;16216;2012-01-06
NKA;Karlstadt (Main);DE;15395;2008-12-14
RKMG;Kar-Mühlburg;DE;15393;2008-12-14
WKA;Karow (Meckl);;;
WKAZ;Karow(Meckl)Saat;DE;15397;2008-12-14
YBBAK;Karower Kr Strw;DE;15398;2008-12-14
ZUKA;Karpaty;;;
MKH;Karpfham;DE;15399;2008-12-14
ZTK;Karsava;;;
UKF;Karsdorf;DE;15400;2008-12-14
UKF B;Karsdorf Bahnstg;DE;15401;2012-02-01
UKFP;Karsdorf Zementw;DE;15402;2008-12-14
WKT;Karstädt;DE;15403;2008-12-14
XCKT;Kartaly 1;;;
SKU B;Karth Moselbr;DE;15406;2008-12-14
SKU W;Karth W/Konz M;DE;15409;2008-12-14
SKU;Karthaus;DE;15404;2008-12-14
SKU M;Karthaus Mitte;DE;15405;2008-12-14
SKU O;Karthaus NO;DE;15407;2008-12-14
SKU N;Karthaus NW;DE;15408;2008-12-14
XTKD;Karvina hl n;;;
XTKDO;Karvina-Doly;;;
XWKS;Kaspichan;;;
FK;Kassel Hbf;DE;15412;2009-09-01
FKKVG;Kassel Hbf KVG;;;
FK  I;Kassel Mitte;DE;15416;2012-12-09
FKR;Kassel Rbf;DE;15420;2008-12-14
FKRB;Kassel Rbf Berg;DE;15422;2008-12-14
FKR N;Kassel Rbf Nord;DE;15424;2008-12-14
FKR S;Kassel Rbf Süd;DE;15425;2008-12-14
FKR T;Kassel Rbf Tal;DE;15426;2008-12-14
FKWK;Kassel Werkekr;DE;21632;2008-12-14
EPDK;Kasseler Tor;DE;18239;2008-12-14
FKOA;Kassel-Oberzw  A;DE;15436;2008-12-14
FKWAI;Kassel-W Ind-gl;DE;15438;2008-12-14
FKWA;Kassel-Waldau;DE;15437;2008-12-14
MKAT;Kastl/Obb;DE;15441;2008-12-14
XGK;Katerini;;;
AKAD;Katharinenheerd;DE;15442;2008-12-14
AKTO;Kating;DE;15443;2008-12-14
HKAT;Katlenburg;DE;15444;2008-12-14
XPKAL;Katowice Ligota;;;
XPKA;Katowice Osobowa;;;
XVK;Katrineholm;;;
FKAT;Kattenbühl;DE;14545;2008-12-14
SKTS;Kattenes;DE;15445;2008-12-14
EKV;Kattenvenne;DE;15446;2008-12-14
XPKWR;Katy Wroclaw;;;
FKFT;Katzenfurt;DE;15448;2008-12-14
SDLK;Katzenschwänz;DE;12223;2008-12-14
UKH;Katzhütte;DE;15449;2008-12-14
NKG;Katzwang;DE;15451;2008-12-14
SKW;Katzweiler;DE;15452;2008-12-14
FKAU;Kaub;DE;15453;2008-12-14
MKFB;Kaufbeuren;DE;15455;2008-12-14
MKFG;Kaufering;DE;15456;2008-12-14
XHK;Kauhava;;;
BKAD;Kaulsdorf S-B;DE;11045;2009-02-14
UKL;Kaulsdorf(Saale);DE;15457;2010-01-01
EKNZ;Kaunitz;;;
XLKT;Kautenbach;;;
EKAU;Kautex;DE;21218;2008-12-14
WKV;Kavelstorf;DE;15460;2008-12-14
HKHF;Kayhauserfeld;DE;15461;2008-12-14
XLKA;Kayl;;;
XCKZ;Kazan;;;
ZUKP;Kazatin-Pass;;;
XMKZ;Kazincbarcika;;;
KKBI;K-Bickendorf;;;
KKBL;K-Blumenberg;DE;15724;2008-12-14
BKBO;K-Bonhoeffer-Nkl;DE;10887;2008-12-14
KKCN;K-Chorw Nord;DE;15727;2008-12-14
KKC;K-Chorweiler;DE;15726;2008-12-14
XMKEC;Kecskemet;;;
XMKEA;Kecskemet Also;;;
XMKEM;Kecskemet-Maria;;;
XPKE;Kedzierzyn Kozle;;;
RKL;Kehl;DE;15464;2008-12-14
RXKL;Kehl Grenze;DE;15465;2008-12-14
TKEH;Kehlen;DE;15466;2008-12-14
XSKH;Kehlhof;;;
KKEG;K-Ehrenf DB-Gr;DE;15731;2009-12-13
KKERW;K-Ehrenf Gbf Wk;DE;15733;2008-12-14
KKERP;K-Ehrenf Pbf;DE;15734;2008-12-14
KKERG;K-Ehrenfeld Gbf;DE;15732;2008-12-14
FKEI;Keilsberg;DE;15415;2008-12-14
AKI;Keitum;DE;15467;2008-12-14
XMK;Kelebia;;;
XMBL;Kelenföld;;;
NKH;Kelheim;DE;15468;2009-01-27
FKE;Kelkheim;;;
FKHO;Kelkheim-Hornau;;;
FKEM;Kelkheim-Münster;;;
MKMZ;Kellmünz;DE;15469;2008-12-14
FKCH;Kelsterbach;DE;15470;2008-12-14
XAKM;Kematen/Tirol;;;
XMKMH;Kemenesmihalyfa;;;
DKEM;Kemmlitz Bf;;;
NKNN;Kemnath-Neustadt;DE;15471;2008-12-14
KKEM;Kempen (Ndrh);DE;15472;2009-12-01
MKP;Kempten (A) Hbf;DE;15474;2008-12-14
MKPO;Kempten (A) Ost;DE;15475;2008-12-14
DKAU;Kemtau;DE;15477;2008-12-14
SKEN;Kennelgarten;DE;15334;2008-12-14
WKEN;Kenz;DE;15478;2008-12-14
RKN;Kenzingen;DE;15479;2008-12-14
FKB;Kerkerbach;DE;15480;2008-12-14
BKE;Kerkwitz;DE;15482;2008-12-14
MAKI;Kernkraftw Isar;DE;17685;2008-12-14
NKCH;Kersbach;DE;15483;2008-12-14
XMKE;Kerta;;;
KKES;Kesselheim;DE;15485;2008-12-14
XSKW;Kesswil;;;
XNKE;Kesteren;;;
FKES;Kestert;DE;15486;2008-12-14
XMKG;Keszöhidegkut-G;;;
XMKY;Keszthely;;;
XMKH;Ketegyhaza;;;
XMKP;Ketpo;;;
XPKET;Ketrzyn;;;
EKG;Kettwig;DE;15488;2008-12-14
EKGS;Kettwig Stausee;DE;15489;2008-12-14
LKET;Ketzin;;;
KKEV;Kevelaer;DE;15491;2008-12-14
AKH;K-Hassee Cittip;DE;15503;2008-12-14
XDKI;Kibaek;;;
ZLKI;Kibartai;;;
ZUKC;Kicman;;;
TKBI;Kiebingen;DE;15492;2008-12-14
UKIE;Kiebitzhöhe;DE;15493;2008-12-19
MKI;Kiefersfelden;DE;15494;2008-12-14
AK;Kiel Hbf;DE;15496;2008-12-14
AK  O;Kiel Hbf (Ko);DE;15497;2008-12-14
AKSS;Kiel Hbf (Ss);DE;15498;2008-12-14
AKHW;Kiel How.-werke;;;
AKMA;Kiel M.-arsenal;;;
AKNH;Kiel Nordhafen;;;
AKNK;Kiel Norwegenkai;;;
AKOH;Kiel Ostuferhf;;;
AKSL;Kiel S a Langsee;;;
AKSC;Kiel Scheerhafen;;;
AKSU;Kiel Süd;;;
AKSA;Kiel Süd (Ss);;;
AKSG;Kiel Süd Grenze;DE;15500;2013-01-18
AKE;Kiel-Elmschenhgn;DE;15502;2010-05-01
AKGA;Kiel-Gaarden;;;
AKRU;Kiel-Russee;DE;15504;2013-05-16
AKWD;Kiel-Wellingdorf;;;
AKEW;Kiel-Wellsee;DE;15505;2008-12-14
AKWK;Kiel-Wik;;;
BAKB;Kienberg;DE;15506;2011-05-19
KKIE;Kierberg;DE;15507;2008-12-14
ZUK;Kiev-Passajirsk;;;
TKTO;Kihm(T)-Ötlingen;DE;15535;2008-12-14
XNK;Kijfhoek;;;
XNKN;Kijfhoek Noord;;;
XNKD;Kijfhoek Zuid;;;
TKC;Kilchberg;DE;15508;2008-12-14
XSKB;Kilchberg;;;
XGKK;Kilkis;;;
TKLR;Killer;;;
XSKS;Killwangen-S;;;
FWKI;Kimm;DE;20664;2008-12-14
XAKB;Kindberg;;;
MKIG;Kinding;DE;15509;2008-12-14
SKIB;Kindsbach;DE;15511;2008-12-14
XBK;Kinkempois;;;
XVKN;Kinna;;;
XVKR;Kinnared;;;
MKIN;Kinsau;DE;15512;2008-12-14
FKIZ;Kinzenberg;DE;21099;2008-12-14
FKGS;Kirch Göns;DE;15515;2008-12-14
WKJ;Kirch Jesar;DE;15516;2008-12-14
MKAG;Kirchanschöring;DE;15517;2008-12-14
TKIM;Kirchberg (Murr);DE;15519;2008-12-14
XAKG;Kirchberg i.T.;;;
KKIB;Kirchbg.(Jülich);;;
XAKL;Kirchbichl;;;
FKKD;Kirchditmold;DE;15433;2009-01-24
RMBK;Kirchdorf;DE;11704;2008-12-14
HKDF;Kirchdorf/Deist.;DE;15520;2008-12-14
NKIR;Kirchehrenbach;DE;15521;2008-12-14
EKIR;Kirchen;DE;15522;2008-12-14
NKL;Kirchenlaibach;DE;15524;2008-12-14
NKO;Kirchenlamitz O;DE;15525;2008-12-14
TKI;Kirchentellinsf;DE;15526;2008-12-14
FKBHG;Kirchgasse;;;
FKIH;Kirchh (Bz Ksl);DE;15527;2008-12-14
TKMA;Kirchh Cronimet;DE;15531;2008-12-14
HKHW;Kirchhammelward;DE;21579;2014-02-01
FKHM;Kirchheim;DE;15529;2008-12-14
TKM;Kirchheim (N);DE;15530;2008-12-14
TKT;Kirchheim (Teck);DE;15532;2008-12-14
RKH;Kirchheim (Wstr);DE;15537;2008-12-14
TKTS;Kirchheim(T)Süd;DE;15534;2008-12-14
TKU;Kirchheim/Untfr;DE;15536;2008-12-14
FKIR;Kirchheimbola;;;
FKHA;Kirchhmbo Hartst;;;
HKHN;Kirchhorsten;DE;15538;2008-12-14
EKHU;Kirchhundem;DE;15539;2008-12-14
HKLG;Kirchlengern;DE;15540;2008-12-14
LKIM;Kirchmöser;DE;15542;2008-12-14
UKI;Kirchscheidungen;DE;15543;2008-12-14
HKSE;Kirchseelte;;;
MKO;Kirchseeon;DE;15544;2008-12-14
MKO H;Kirchseeon Hp;DE;15545;2008-12-14
MKW;Kirchweidach;DE;15546;2008-12-14
HKI;Kirchweyhe;DE;15547;2008-12-14
HKIN;Kirchweyhe Nord;;;
RKZ;Kirchzarten;DE;15548;2008-12-14
SKI;Kirkel;DE;15550;2008-12-14
SKR;Kirn;DE;15551;2008-12-14
RKBG;Kirnbach-Grün;;;
SKRS;Kirnsulzbach;DE;15553;2008-12-14
XCK;Kirov Pass;;;
ZUKI;Kirovograd;;;
XCKI;Kirsanov;;;
RKBV;Kirschbaumwasen;DE;15554;2008-12-19
ALRK;Kirschenallee;DE;16563;2008-12-14
XVKS;Kisa;;;
XMKI;Kisber;;;
XMKC;Kisceripuszta;;;
XMKU;Kiskunfelegyhaza;;;
XMKM;Kiskunmajsa;;;
XMKPP;Kislippo;;;
MKIS;Kissing;DE;15555;2008-12-14
TKG;Kißlegg;DE;15556;2008-12-14
XMKV;Kisvarda;;;
XAKIT;Kittsee;;;
XAKIH;Kitz / Hahnenk;;;
XAKI;Kitzbühel;;;
NKN;Kitzingen;DE;15557;2008-12-14
NKNE;Kitzingen-Etwas;DE;15558;2008-12-19
ZUKV;Kivercy;;;
XOKE;Kjelsas;;;
XDKJ;Kjersing;;;
XOKO;Kjose;;;
KKANO;K-Kalk Nd Bez I;DE;15739;2008-12-14
KKANP;K-Kalk Nd Bez IV;DE;15741;2008-12-14
KKANR;K-Kalk Nd BezIII;DE;15740;2008-12-14
KKANE;K-Kalk Nord Einf;DE;15742;2008-12-14
KKANM;K-Kalk Nord Km;DE;15744;2008-12-14
KKANN;K-Kalk Nord Knf;DE;15745;2008-12-14
KKANS;K-Kalk Nord Ksf;DE;15746;2008-12-14
KKANW;K-Kalk Nord Kw;DE;15747;2008-12-14
KKLM;Kl Marienthal;DE;14895;2008-12-14
HEBA;Kl Wanzl Saatz;;;
WQKW;Kl Warnow LGr;DE;15577;2008-12-14
LKD;Kläden (Kr Stl);DE;15560;2008-12-14
LKDN;Kläden b Arends;DE;15559;2011-02-01
LKD H;Kläden Bstg;DE;15561;2010-12-12
XTKL;Kladno;;;
DNK K;Klaffenbach Hp;;;
TKLA;Klaffenbach-Alth;;;
XAKT;Klagenfurt Hbf;;;
ZLKL;Klaipeda;;;
MKLA;Klais;DE;15562;2008-12-14
BKLD;Klandorf;;;
AKX;Klanxbüll;DE;15563;2008-12-14
NKDF;Klardorf;DE;15564;2008-12-14
BKDF;Klasdorf;DE;15565;2008-12-14
XTKN;Klasterec n Ohri;;;
XTKY;Klatovy;;;
LKBZ;Klebitz;DE;15568;2008-12-14
AKC;Klecken;DE;15569;2008-12-14
XAKE;Kledering;;;
WKLE;Kleeth;DE;15570;2008-12-14
FKAH;Klein Auheim;DE;14539;2008-12-14
WKB;Klein Bünzow;DE;15571;2008-12-14
AFB;Klein Flottbek;DE;14458;2008-12-14
LKLR;Klein Rössen;DE;15573;2008-12-14
XAKS;Klein Schwechat;;;
HKSU;Klein Süstedt;DE;15574;2010-08-01
FKLU;Klein Umstadt;DE;14115;2008-12-14
WKWA;Klein Warnow;DE;15576;2008-12-14
MKHN;Kleinberghofen;DE;15579;2008-12-14
XLKB;Kleinbettingen;;;
SKB;Kleinblittersd;DE;15580;2008-12-14
HKBR;Kleinenbremen;;;
KKLE;Kleinenbroich;DE;15583;2008-12-14
HKSI;Kleinensiel;DE;15584;2008-12-14
MAKD;Kleiner/Mindelh;DE;17056;2008-12-14
UKFA;Kleinfurra;DE;15585;2008-12-14
NKGM;Kleingemünden;DE;15586;2011-12-11
FKGE;Klein-Gerau;DE;15587;2008-12-14
TKGB;Kleinglattbach;;;
NKLH;Kleinheubach;DE;15589;2008-12-14
UKJ;Kleinjena;DE;15590;2010-01-01
RKEU;Kleinkems;DE;15592;2011-12-11
RKES;Kleinkems Hp;DE;15591;2011-12-11
MKKZ;Kleinkötz;DE;15593;2008-12-14
NKLL;Kleinlangheim;DE;15595;2008-12-19
FKO;Kleinostheim;DE;15596;2008-12-14
DKRD;Kleinröhrsdorf;DE;15597;2008-12-14
DKMA;Kleinschirma;DE;15598;2008-12-14
RKBA;Kleinsteinbach;DE;15600;2008-12-14
NKT;Kleinwallstadt;DE;15602;2008-12-14
RKLN;Klengen;DE;11705;2008-12-14
TKPS;Klepsau;;;
KKLV;Kleve;DE;15606;2008-12-14
XVKV;Klevshult;;;
EDKL;Kley     /Üst Do;DE;12387;2008-12-14
FKY;Kleyerstraße;DE;13317;2008-12-14
LKK;Klieken;DE;15607;2008-12-14
BKG;Klinge;DE;15610;2008-12-14
DKC;Klingenb-Colmn;DE;15612;2008-12-14
NKM;Klingenberg;DE;15611;2009-12-13
NKNB;Klingenbrunn;DE;15613;2008-12-14
DKN;Klingenthal;DE;15614;2008-12-14
DXK;Klingenthal Gr;DE;15615;2008-12-14
HBKM;Klinik Brm-Nord;;;
KWEK;Klinkum;DE;15616;2008-12-14
LKLM;Klitschmar;DE;15617;2008-12-14
BKL;Klitten;DE;15618;2008-12-14
LKLI;Klitzschen;DE;15621;2010-01-01
XPKLO;Klobuczyn;;;
EKKR;Klöckn Rohstoffh;DE;11524;2008-12-14
XRKL;Klostar;;;
HKOE;Kloster Oesede;DE;15626;2008-12-14
DKLB;Klosterbuch;DE;15627;2008-12-14
BKLF;Klosterfelde;;;
WKLH;Klosterheide (M);DE;15628;2012-06-01
MKLF;Klosterlechfeld;DE;15629;2008-12-14
LKM;Klostermansfeld;DE;15630;2008-12-14
LKMR;Klostermf Rands;DE;15632;2008-12-14
RKLB;Klosterreichenb.;DE;15634;2008-12-24
XSKT;Kloten;;;
SKT;Klotten;DE;15635;2008-12-14
XPKLB;Kluczbork;;;
EKLU;Klusenstein;DE;14752;2008-12-14
FKWO;Kl-Winternh-Ob-O;DE;15604;2008-12-14
YMMOL;km 3,6/6,8 (MOL);DE;18112;2008-12-14
EKM;KM Europa Metall;DE;16971;2008-12-14
KKM;K-Mülheim;DE;15752;2008-12-14
KKM G;K-Mülheim Gbf;DE;15754;2008-12-14
KKM A;K-Mülheim Ostk;DE;15638;2008-12-14
KKM B;K-Mülheim Westk;DE;15639;2008-12-14
XVKD;Knalleland;;;
BKN;Knappenrode;DE;15640;2010-01-01
TRKN;Knauf;DE;19095;2008-12-14
LKNF;Knautnaundorf;DE;15644;2008-12-14
HKNE;Knesebeck;DE;15646;2008-12-14
RKIA;Knieling DB/AVG;DE;15390;2010-12-12
RKID;Knielingen Endst;;;
XRK;Knin;;;
KKN B;K-Nippes Bez 1;DE;15760;2008-12-14
KKN G;K-Nippes Bez 4;DE;15761;2008-12-14
KKN E;K-Nippes Etzelst;DE;15762;2012-12-09
KKN F;K-Nippes Nf;DE;15763;2008-12-14
KKN W;K-Nippes Wendean;DE;15766;2008-12-14
XAKF;Knittelfeld;;;
TKNK;Knittl-Kleinvill;DE;15647;2008-12-14
RKG;Knöringen-Essing;DE;15648;2008-12-14
XAKH;Knoten Hadersdf;;;
XAPKR;Knoten Rohr;;;
XAPKW;Knoten Wagram;;;
XPKNU;Knurow;;;
KKOM;Ko Mosel Gbf;DE;15653;2008-12-14
BKW;Kö Wusterh;DE;15775;2008-12-14
XMKF;Köbanya felsö;;;
XMKK;Köbanya-Kispest;;;
SKG;Kobern-Gondorf;DE;15649;2008-12-14
XSKO;Koblenz       CH;;;
KKO;Koblenz Hbf;DE;15651;2008-12-14
SGS;Koblenz-Güls;DE;15657;2008-12-14
MKCH;Kochel;DE;15665;2008-12-14
TBKA;Kochendorf Audi;DE;10442;2011-12-11
TKDN;Kochendorf Nord;;;
TKSF;Kochersteinsfeld;;;
TKTN;Kochertürn;;;
XVKO;Kode;;;
BKSB;Kodersd Sandberg;DE;15667;2008-12-14
BKOD;Kodersdorf;DE;15666;2008-12-14
NKI;Köditz;DE;15668;2008-12-14
ZUKD;Kodyma;;;
XDKHD;Koeb Helgoland;;;
XDKH;Koebenhavn H;;;
XDKHF;Koebenhv Frihavn;;;
XDKHH;Koebenhv Havnega;;;
XDKHL;Koebenhvs Lufthv;;;
XDKG;Koege;;;
KKOE;Ko-Ehrenbreitst;DE;15656;2008-12-14
NKOE;Köfering;DE;15669;2008-12-14
RKOF;Ko-Fürstenberg;DE;15803;2008-12-14
XFKO;Kogenheim;;;
HKBS;Kohlenbissen;;;
KKOS;Kohlscheid;DE;15670;2008-12-14
TKOS;Kohlstetten;DE;15671;2010-03-01
XPKOL;Kolbaskowo;;;
MKMR;Kolbermoor;DE;15673;2008-12-14
XAKO;Kolbnitz;;;
XCKO;Kolcovo;;;
XDKO;Kolding;;;
XTKI;Kolin;;;
XCKL;Koliutkino;;;
EKOL;Kolkmannshof;DE;17944;2008-12-14
BKOW;Kolkwitz;DE;15674;2008-12-14
BKOS;Kolkwitz Süd;DE;15675;2008-12-14
UKOE;Kölleda;DE;15676;2008-12-19
RKLR;Kollmarsreute;DE;15677;2008-12-14
RKNA;Kollnau;DE;15678;2008-12-14
BKHD;Köllnische Heide;DE;10888;2008-12-14
KKB;Köln Bbf;DE;15680;2008-12-14
KKBT;Köln Bonntor;DE;15681;2008-12-14
KKD;Köln Deutzerfeld;DE;15685;2008-12-14
KKE;Köln Eifeltor;DE;15686;2009-01-08
KKHA;Köln Hafen;;;
KKHR;Köln Hansaring;DE;15703;2009-12-13
KK;Köln Hbf;DE;15705;2008-12-14
KKDZ;Köln Messe/Deutz;DE;15707;2008-12-14
KKDZB;Köln Messe/Dz Hp;DE;15709;2008-12-14
KKDT;Köln Messe/Dz(t);DE;15708;2008-12-14
KSTA;Köln Steinstr A;DE;15713;2008-12-14
KSTP;Köln Steinstr Hp;DE;15712;2008-12-14
KKS;Köln Süd;DE;15714;2008-12-14
KKSA;Köln Süd Abzw;DE;15715;2008-12-14
KKW;Köln West;DE;15719;2008-12-14
KKW F;Köln West Wf;DE;15720;2008-12-14
KKW S;Köln West Ws;DE;15721;2008-12-14
KFKB;Köln/Bonn Flughf;DE;15723;2008-12-14
KKBH;Köln-Buchforst;DE;15725;2008-12-14
KKBU;Köln-Butzweiler;;;
KKDB;Köln-Dellbrück;DE;15728;2008-12-14
KDZH;Köln-Deutz Hafen;;;
KKER;Köln-Ehrenfeld;DE;15730;2008-12-14
KKFT;Köln-Flittard;;;
KGOF;Köln-Godorf;;;
KKGH;Köln-Godorf Haf;;;
KGOH;Köln-Godorf Hf D;;;
KKGS;Köln-GodorfShell;;;
KKH;Köln-Holweide;DE;15735;2008-12-14
KKA;Köln-Kalk;DE;15736;2008-12-14
KKAN;Köln-Kalk Nord;DE;15738;2008-12-14
KKL;Köln-Longerich;DE;15749;2008-12-14
KLOV;Köln-Lövenich;DE;15750;2008-12-14
KLO;Köln-Lövenich Hp;DE;15751;2008-12-14
KKMG;Köln-Mülheim Gr;DE;15755;2010-12-12
KKNI;Köln-Niehl;;;
KKNF;Köln-Niehl Ford;;;
KKNH;Köln-Niehl Hafen;;;
KKN;Köln-Nippes;DE;15758;2008-12-14
KKNA;Köln-Nippes Abzw;DE;15759;2008-12-14
KKN P;Köln-Nippes Pbf;DE;15764;2008-12-14
YKKEZ;Köln-Nippes Strw;DE;15765;2008-12-14
KKST;Köln-Stammhm  NE;;;
KKWO;Köln-Worringen;DE;15771;2008-12-14
